county,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,prosperity_score
Nuckolls NE,8808,8994.64164,15412.7604,18062.01,6450.59916,15997.7496,8673.05496,-0.1382475512323696
Otoe NE,9024,9024.624,15273.8472,16157.9916,6539.72832,15786.738,8127.969,0.6543233785887379
Pawnee NE,8808,9054.60648,15521.58,16157.9916,6472.32636,15268.1004,7978.85964,-0.026163834438563627
Perkins NE,8808,9264.48048,16161.5268,23486.6688,6548.37228,16049.9868,10561.83624,0.803105059267066
Phelps NE,8808,9444.375,15073.8732,22552.62,6613.55496,15912.4464,10005.42996,0.6944987466567444
Pierce NE,8808,9054.60648,15591.5964,22552.62,6472.32636,15212.6544,9797.53128,0.48956062072141054
Platte NE,9624,9024.624,14841.1152,22552.62,6757.1316,16031.7204,10129.56228,1.0183000421353607
Polk NE,8808,9144.55296,15953.2224,22552.62,6504.91848,15471.6588,10014.20292,0.5747420527789675
Red Willow NE,8844,8964.65988,14727.024,23486.6688,6452.77956,15240.5436,9804.49224,0.35925665460354556
Richardson NE,8808,9204.51636,15352.3152,20037.8784,6526.64496,15212.6544,9074.79708,0.24994920075626723
Rock NE,8808,10283.874,15350.9088,22552.62,6917.73852,15519.2676,10304.406,-0.5687461189425403
Saline NE,9852,9054.60648,14608.6644,16157.9916,6850.60908,16034.1084,8341.42968,-0.004490349701137421
Sarpy NE,12816.7176,9054.60648,13891.08,16700.106,7924.84356,21918.3756,11136.906,1.4176094446731593
Saunders NE,9324,9894.10548,15668.7864,16700.106,6963.47748,18849.5616,9714.38304,0.7851545754184256
Scotts Bluff NE,9036,9054.60648,14269.1004,23486.6688,6554.94,16124.7732,10040.72676,0.34431577924863266
Seward NE,8808,9084.58812,15377.1156,16304.9328,6483.19044,18664.7208,8955.85908,0.7920141493177049
Sheridan NE,8808,9564.30252,15165.624,23486.6688,6657.00948,16054.8168,10392.73464,0.13978952694435207
Sherman NE,8808,8844.73248,15571.644,22552.62,6396.28128,15419.2212,9768.83568,-0.1702468272374368
Sioux NE,8808,9144.55296,16593.3372,23486.6688,6504.91848,15803.6484,10568.25,0.2210756596139055
Stanton NE,11124,8994.64164,15780.024,22552.62,7289.7774,17032.5276,11271.99972,0.3069670159659495
Thayer NE,8808,8664.84012,15553.914,16157.9916,6331.09932,15516.9072,7907.77368,0.1294520077954166
Thurston NE,8808,8784.76752,14798.364,20576.754,6374.55324,15212.6544,8908.35936,0.16850470950446383
Valley NE,8808,9744.1956,15154.2228,22552.62,6722.19216,15460.0296,10016.031,0.3566359912067269
Washington NE,9415.06344,9384.41088,15489.3384,16700.106,6811.79076,18729.7152,9468.1956,1.2396028338372729
Wayne NE,8808,8784.76752,14702.2128,22552.62,6374.55324,15404.5824,9495.46872,0.7781056041288109
Webster NE,8808,9024.624,15890.6436,22552.62,6461.46312,15338.2368,9909.46872,-0.2086896970510388
Wheeler NE,8868,10223.90988,16480.1352,22552.62,6917.75172,15386.1348,10593.60936,-0.8432476828210128
York NE,9060,8544.91044,14936.5872,20037.8784,6378.95364,15765.708,8956.27368,0.7153110222210183
Churchill NV,9912,10193.92752,15704.3232,19334.88,7285.17036,14123.514,7193.25804,0.23830289813716068
Clark NV,13716,9924.08784,13797.3468,11700.16044,8565.73608,17251.4376,6858.66432,0.3452206459460973
Douglas NV,12156,11153.3562,16145.2284,17502.7116,8445.89868,15379.4196,8074.22676,0.9453854861138377
Elko NV,12084,10044.0168,16055.9424,19334.88,8017.85376,15093.2364,8042.51592,0.7780480146248405
Eureka NV,10572,9954.07032,17389.2396,19334.88,7437.405,14307.0348,7702.39092,0.32205773113586517
Humboldt NV,11172,9684.23076,16319.7888,19334.88,7557.03516,14120.0388,7534.344,0.40073758142966387
Lander NV,11220,10223.90988,16896.294,19334.88,7769.9736,14545.1004,7909.53876,0.5770595736434613
Lincoln NV,8808,9774.17796,17308.2948,19334.88,6733.05612,13279.4952,6917.9766,-0.3787376514663638
Lyon NV,9696,10133.96412,15874.9992,17502.7116,7185.17796,14012.4504,6743.4924,0.10101327720256907
Mineral NV,8808,10044.0168,16564.2936,19334.88,6830.82936,13304.7996,6844.42164,-0.39430002231579236
Nye NV,9876,9444.375,15708.3528,11970.28056,7000.53372,13611.012,5309.53128,-0.6826200246904449
Pershing NV,8808,10193.92752,15498.0264,19334.88,6885.14724,13073.688,6615.14868,-0.24210531185301506
Storey NV,9104.47044,10163.94648,17208.6444,17232.5916,6981.70752,14330.0448,6872.61696,0.3701561701253297
Washoe NV,14616.1452,10253.89236,14369.49,14322.6768,9011.3958,17825.1504,7994.47632,0.7211850992576095
White Pine NV,9624,9354.42768,16401.9444,19334.88,6876.63276,13506.0804,6888.66432,0.24333612699482812
Carson City NV,12276,9714.21384,14186.982,17232.5916,7967.92164,16340.4636,7436.36724,0.386168334588921
Belknap NH,12684,11213.32032,14843.4564,11608.28616,8658.94188,13951.566,6439.92192,1.1158283770962782
Carroll NH,12600,11842.94604,15468.822,11608.28616,8856.64308,14302.0704,6800.8206,1.0844087008208863
Cheshire NH,12960,10133.96412,14741.3448,11608.28616,8367.85404,14485.1088,6300.44532,1.0529935999908246
Coos NH,9504,10763.58912,14954.0784,11608.28616,7343.74728,12547.5192,5120.3514,0.16431027349301333
Grafton NH,12996,11363.2302,14825.5884,11608.28616,8826.30984,14480.9052,6679.51536,1.2278089713220324
Hillsborough NH,16934.5104,10553.71284,14662.7268,11461.6062,9960.06744,16390.2552,7903.875,1.4389552477577239
Merrimack NH,14232,11273.28516,15390.24,11608.28616,9241.57032,14627.7084,7155.47676,1.238698157006177
Rockingham NH,16816.89,10823.55252,15491.898,11461.6062,10015.22172,16550.0328,8152.42968,1.915497666793814
Strafford NH,14836.4484,10973.46312,15085.458,11461.6062,9351.94848,15986.4708,7431.6174,1.1258193125642042
Sullivan NH,12840,10103.98164,15110.2872,11608.28616,8313.50976,14189.9496,6272.96124,0.7718922279301371
Atlantic NJ,16812,10343.83884,14080.6668,14366.1984,9839.6316,18929.3496,10920.6174,0.3790337312724667
Bergen NJ,22651.5624,11872.92768,12668.088,14366.1984,12509.586,21664.7868,14889.8748,2.5396429613652014
Burlington NJ,17849.8224,10103.98164,14938.2492,14366.1984,10128.76536,18970.5624,11580.99972,1.4974869458824591
Camden NJ,14309.0328,10373.8206,14257.9632,14366.1984,8943.57132,17205.4032,9626.64036,0.9729937585927718
Cape May NJ,16332,11303.26752,14631.3444,14366.1984,10013.34744,18196.6596,11082.5076,0.47637173542237377
Cumberland NJ,16236,9084.58812,14620.7268,14366.1984,9174.64824,18563.8476,10291.09356,0.012683936501069767
Essex NJ,18341.3508,12622.482,11190.68112,14366.1984,11219.41776,19493.9076,11875.73436,0.8067875856158971
Gloucester NJ,16245.1968,9774.17796,15798.7572,14366.1984,9427.84572,18170.6208,10747.23408,1.3261287555283858
Hudson NJ,23496,9774.17796,7806.44604,14366.1984,12055.098,21597.8316,12472.1016,0.2917445922576256
Hunterdon NJ,20389.356,10193.92752,16118.2752,14366.1984,11081.52984,20238.2328,13686.4452,3.1013643624641816
Mercer NJ,18468,10343.83884,13813.3992,14366.1984,10439.66532,19159.2828,11654.8206,1.595838903014137
Middlesex NJ,20713.668,9624.26664,13953.9228,14366.1984,10992.62988,20399.9352,12840.5928,1.8471158356991069
Monmouth NJ,19624.8756,10643.66016,14739.426,14366.1984,10967.48364,20437.7568,13113.3672,2.12203100502448
Morris NJ,23884.2372,11543.124,14663.9556,14366.1984,12836.73,22341.264,16338.6492,2.9230275534914845
Ocean NJ,20031.6816,10463.7678,15259.2888,14366.1984,11049.7038,20652.6264,13485.6396,0.8157244976979635
Passaic NJ,19447.8564,10493.74872,13009.584,14366.1984,10849.02468,20025.1752,12195.1404,1.0294038137113553
Salem NJ,13513.35,11333.24928,15727.5516,14366.1984,9002.90328,16808.7372,9974.10132,0.7345918371669248
Somerset NJ,22476.234,11153.3562,14841.2868,14366.1984,12185.3268,21278.7552,15102.516,2.826831978627874
Sussex NJ,20458.8588,12022.8396,15788.5632,14366.1984,11769.39996,20581.662,14637.438,1.7173819544870994
Union NJ,20085.1812,10703.62428,13038.4368,14366.1984,11155.99872,20389.7052,12735.8208,1.487799820120091
Warren NJ,15336,10643.66016,15286.7796,14366.1984,9413.45508,17596.1412,10455.38304,1.6603190341229226
Bernalillo NM,10968.79248,9294.46368,13823.0184,10442.78904,7342.17696,15127.2828,7054.06272,0.44252021104355416
Catron NM,8808,8904.69648,16241.3808,12257.6796,6418.0086,13512.2184,6821.66376,-0.718373205970278
Chaves NM,10848,8724.80352,14010.708,12257.6796,7091.99856,14421.8916,7150.64868,-0.39477383705548164
Cibola NM,8964,8634.8562,14297.6544,12257.6796,6376.75932,13060.5372,6126.0978,-0.6820019180652214
Colfax NM,9264,10523.73264,14143.5948,12257.6796,7169.87628,13298.304,6961.51536,0.14787904000482865
Curry NM,11112,9684.23076,13581.432,12257.6796,7535.29464,14971.1856,7633.20336,-0.5143575335233487
De Baca NM,10020,9204.51636,15509.7132,12257.6796,6965.80008,14350.0704,7408.22676,-1.0420263544655513
Dona Ana NM,8808,8814.74928,13613.5296,11233.13676,6385.4172,13600.6044,5814.46104,-0.11427910678005464
Eddy NM,12312,9294.46368,14815.0356,12257.6796,7828.87356,16163.4612,8580.156,-0.0649562244216109
Grant NM,9672,9864.12372,14063.8608,12257.6796,7078.70796,14004.0792,7038.32808,0.08557872002027893
Guadalupe NM,8808,9444.375,14827.1076,12257.6796,6613.55496,13614.0456,6664.71096,-0.19142602513837956
Hidalgo NM,8808,8994.64164,14075.268,12257.6796,6450.59916,13306.8456,6208.62084,-0.5159763739106227
Lea NM,12312,9534.32148,14662.3212,12257.6796,7915.78416,15429.1476,8430.36696,-0.19774803068564664
Lincoln NM,10380,9024.624,14670.5376,12257.6796,7031.06028,14454.6492,7276.03932,0.3720457179121135
Los Alamos NM,14184,10073.99928,15223.182,12257.6796,8789.63016,17277.1872,9944.53128,2.6055058447692976
Luna NM,8808,8964.65988,13839.1812,12257.6796,6439.73508,13638.7032,6223.656,-0.9589581311122256
McKinley NM,8904,8454.96312,14081.8608,12257.6796,6289.83696,13082.9016,5983.53108,-1.2818100421668281
Mora NM,10020,10373.8206,15268.164,12257.6796,7389.48564,14350.0704,7772.52324,-1.2000006365925011
Otero NM,9084,9534.32148,13586.64,12257.6796,6746.15256,13871.2044,6532.70292,-0.4000422693040211
Quay NM,8808,9144.55296,13799.9352,12257.6796,6504.91848,13476.2796,6235.5234,-0.8054899993607076
Rio Arriba NM,9276,9234.49872,14109.87,12257.6796,6707.0838,13228.992,6460.21068,-0.3045684903492426
Roosevelt NM,10320,9114.5706,14031.0732,12257.6796,7041.91188,14289.6708,7069.344,-0.4088852389802844
Sandoval NM,14018.4684,9564.30252,15256.9044,10442.78904,8544.96828,17279.8008,9229.20336,0.4736518929317346
San Juan NM,9624,8544.91044,14862.168,10873.88748,6583.31328,13733.3292,6298.45308,-0.09482279690235196
San Miguel NM,9600,9474.35748,13699.5816,12257.6796,6911.39208,13551.318,6645.54708,-0.6529927304310531
Santa Fe NM,12852,10343.83884,14612.634,10766.11308,8404.76736,15664.8624,8572.86696,0.893711155168382
Sierra NM,9024,8844.73248,13713.63,12257.6796,6474.54636,13238.8872,6115.69524,-0.9987631706701615
Socorro NM,9084,9294.46368,14403.1812,12257.6796,6659.24196,13871.2044,6666.07836,-0.6406142806435983
Taos NM,11040,11453.17752,14408.4288,12257.6796,8150.16504,14916.5916,8461.07808,0.17625151787508883
Torrance NM,9462.78,9444.375,15793.128,10442.78904,6850.80756,14064.312,6798.89064,-0.17458553052350836
Union NM,8808,8904.69648,14923.05,12257.6796,6418.0086,13482.7524,6454.76592,-0.6378301972353758
Valencia NM,10993.89336,8934.67752,15076.02,10442.78904,7220.907,15145.0008,7274.60964,-0.3246613796006237
Albany NY,13482.93,10853.53416,13704.0672,16336.5588,8818.06056,26911.0164,14309.196,1.3997101928500575
Allegany NY,8808,10014.03444,15182.7528,14226.0396,6819.96528,16573.4844,8565.05496,0.310746062184001
Bronx NY,20096.0628,10073.99928,6458.76636,18217.5588,10931.80368,32258.5512,17574.8124,-0.36380558708376914
Broome NY,10197.1824,9324.44532,14007.6756,16199.76,7073.45508,24784.9188,11355.7266,0.6531314011579851
Cattaraugus NY,8808,8604.87372,14751.9336,14226.0396,6309.37056,16689.5232,7930.2576,0.2635012703746477
Cayuga NY,10164,9084.58812,14943.1596,16346.4408,6974.52324,17207.226,9438.60132,0.6503967322277818
Chautauqua NY,8964,8814.74928,14672.5416,14226.0396,6441.9426,16583.6328,8019.45336,0.2490863306280906
Chemung NY,11088,8484.9456,14228.4048,16199.76,7092.05052,25257.4272,11567.21856,0.41765088262269306
Chenango NY,9492,8245.08912,14750.3124,15354.6396,6426.84744,16753.7472,8394.5076,0.39333596558989664
Clinton NY,10608,9474.35748,14687.3616,15354.6396,7276.63032,17536.4532,9499.74972,0.5917358983444722
Columbia NY,12336,10073.99928,15163.6572,16483.2396,8120.02656,18448.1436,11088.60132,1.3075685571029834
Cortland NY,10440,8784.76752,14365.68,16346.4408,6965.89164,17416.0536,9325.78128,0.7789312815213029
Delaware NY,9168,11483.15916,15106.3284,17748.6396,7482.72948,16676.5836,10264.1016,0.43201528083633084
Dutchess NY,17272.4052,10703.62428,15464.0844,17601.9612,10136.81832,30276.3192,19050.9072,1.7363373222710325
Erie NY,11315.04636,9534.32148,13506.2328,14079.36,7554.5478,25274.5464,11266.01592,0.5896213284363766
Essex NY,10236,9474.35748,15503.5356,15354.6396,7141.83984,17306.6592,9522.10908,0.6753025716350436
Franklin NY,9300,8335.03488,15020.6304,15354.6396,6389.86812,16742.1924,8428.46856,0.10713205023861773
Fulton NY,10248,8574.89136,14233.8132,16483.2396,6820.27584,17304.546,9141.58596,0.39275609898301694
Genesee NY,10044,8754.78516,15136.422,14226.0396,6811.54104,17370.57,8768.55468,0.7790923520488175
Greene NY,12564,10583.69532,15057.504,16483.2396,8387.3232,18551.7072,11366.82792,0.664322081439371
Hamilton NY,11064,9744.1956,16853.9784,15354.6396,7539.62988,17700.8256,10429.35132,0.19422666857378013
Herkimer NY,8604.66504,8544.91044,14480.2608,15207.9612,6213.96756,23161.434,9857.75028,0.5905164996438487
Jefferson NY,12564,8514.92796,13929.1452,15207.9612,7637.72676,26843.772,12268.89,0.2623259476656974
Kings NY,23644.3788,11633.0706,6231.4014,18217.5588,12782.4108,35094.5304,21588.7896,0.5152282926431063
Lewis NY,9936,9084.58812,15618.9636,15354.6396,6891.90972,17293.2372,9286.5234,0.6303658665195327
Livingston NY,10651.59888,8994.64164,15328.2948,15173.76,7118.6082,24660.2436,11449.90644,0.9037355374098833
Madison NY,9950.74872,8604.87372,15160.6716,15207.9612,6723.43356,24285.954,10896.39036,1.1232333079409798
Monroe NY,12373.4736,9444.375,13838.0628,15173.76,7905.46728,26028.396,12292.4844,0.7871787097450573
Montgomery NY,10140,8934.67752,14126.5572,16483.2396,6911.50776,17117.052,9155.17968,0.4719513185076969
Nassau NY,24635.4168,11483.15916,14738.2908,17123.1588,13087.1856,36285.6564,25898.3676,2.756519001923048
New York NY,28850.7828,18558.9444,2658.17016,18217.5588,17178.4128,39255.75,28588.7808,2.316107418705157
Niagara NY,9595.26852,8994.64164,14409.2808,14079.36,6735.85764,23894.8164,10276.33596,0.5276850006054805
Oneida NY,9764.70192,9024.624,13876.8912,15207.9612,6808.11324,24100.3668,10575.89064,0.6109741828057863
Onondaga NY,11081.80512,9174.53544,13864.2828,16199.76,7339.67064,25205.4108,11709.75804,1.0224108611381977
Ontario NY,11959.69044,9264.48048,14938.4976,15173.76,7690.3542,25699.614,12279.2112,1.1397596887295098
Orange NY,17824.5552,10343.83884,15044.7324,17601.9612,10206.51996,30726.4044,19179.2112,1.3527720045716167
Orleans NY,9717.24828,8065.19676,15394.548,14079.36,6443.28072,23917.836,10250.70336,0.023345071950178948
Oswego NY,9874.49856,8215.10664,14974.08,15207.9612,6554.57736,24223.9692,10650.45336,0.4010178407272216
Otsego NY,10992,9474.35748,14853.9012,15354.6396,7415.76852,17926.6776,9802.85964,0.5717623670178794
Putnam NY,24092.0628,12862.3392,16137.924,17601.9612,13390.0368,35452.3476,26808.0612,2.4294021837348456
Queens NY,26247.5796,10913.499,8697.14424,18217.5588,13464.924,37175.142,24602.2824,0.9898729839538456
Rensselaer NY,12836.4876,10433.78388,14813.04,16336.5588,8431.73652,26397.3252,13969.7808,1.0738920925658704
Richmond NY,21870.2196,11213.32032,13328.0316,18217.5588,11987.47116,33676.5444,22732.0152,1.2937820634493653
Rockland NY,24937.6872,10493.74872,14459.5944,18217.5588,12838.2072,36128.2116,25782.2112,2.2273822282504
St. Lawrence NY,10284,8514.92796,14764.5684,15354.6396,6811.593,17331.6048,8971.38276,0.28277396776450797
Saratoga NY,15013.2816,10973.46312,15296.772,16336.5588,9416.02224,28127.112,16365.6636,1.806459223450901
Schenectady NY,12467.0928,10103.98164,14461.1496,16336.5588,8178.39036,26103.7824,13349.2896,1.0544688833485412
Schoharie NY,10422.2256,9624.26664,16262.376,16336.5588,7263.63504,24478.8264,12158.3592,0.8388903018889114
Schuyler NY,9348,8994.64164,15238.2996,16346.4408,6646.26264,17213.0508,9175.93728,0.6682520360540717
Seneca NY,10380,7915.28544,14952.6972,15320.4408,6629.10348,17432.8764,8849.68728,0.6406512171933866
Steuben NY,9276,8784.76752,14577.5568,16346.4408,6544.12872,17042.766,8833.09356,0.492671366562574
Suffolk NY,24218.3376,10853.53416,15747.5976,17123.1588,12707.922,35945.5548,25581.7824,1.9510578527930662
Sullivan NY,12384,8844.73248,14508.4092,17748.6396,7692.0066,18375.42,10790.53932,0.34541769343651013
Tioga NY,9868.66476,10014.03444,15198.1884,16199.76,7204.28616,24508.242,11745.10176,0.7911958933750638
Tompkins NY,15228,10493.74872,14342.7264,16199.76,9320.00388,28613.1792,15965.8284,1.2975745009925008
Ulster NY,15552,10343.83884,14864.7084,17601.9612,9383.0838,29086.4916,17064.3588,0.9247457289984103
Warren NY,12522.4032,9894.10548,14750.7924,16336.5588,8122.38504,26350.134,13471.2264,0.9644577511736955
Washington NY,11524.92408,11513.14236,15192.9996,16336.5588,8347.60032,25541.364,13658.4444,0.770648705504021
Wayne NY,10397.9898,8844.73248,15323.73,15173.76,6972.39696,24458.73,11240.28144,0.6921866058260778
Westchester NY,23316,11453.17752,13565.3112,18217.5588,12598.2432,35333.8944,24504.9684,2.640721261199022
Wyoming NY,9084,10073.99928,15459.0816,14226.0396,6941.69892,16615.5756,8784.68772,0.4099227807971953
Yates NY,9780,7825.33812,15377.6532,15173.76,6379.10892,24189.8496,10560.01536,0.6467689676862273
Alamance NC,10620,8964.65988,13447.17,13834.3992,7096.2942,13413.9336,7986.28128,0.3388216288282246
Alexander NC,7881.62256,8454.96312,14132.8956,16313.2164,5919.38892,11961.26148,7236.12084,-0.14020692742559682
Alleghany NC,8316,8305.05396,14721.51,17494.8624,6022.46376,10649.84988,7470.73824,-0.28483054213745257
Anson NC,8316,8394.999,13898.04,15303.444,6055.05396,10591.81056,6650.34744,-0.6111215738593283
Ashe NC,8316,8574.89136,14479.0068,18141.51,6120.2358,10842.70536,7737.46068,-0.29379623366258373
Avery NC,9468,9024.624,14256.2256,17961.8868,6700.60692,11199.1062,8325.70308,-0.08343642485796043
Beaufort NC,8316,8964.65988,14116.9752,19111.482,6261.4644,10503.279,7958.00028,-0.303462146681934
Bertie NC,8316,8664.84012,14419.9824,18931.8576,6152.82864,10424.12916,7857.58596,-0.6010709178578337
Bladen NC,8316,9084.58812,13959.3072,18105.5844,6304.91964,10563.85476,7698.76536,-0.6769522498856079
Brunswick NC,10092,9774.17796,14761.8168,16492.8396,7198.30008,13786.878,9281.8206,0.06206946310529126
Buncombe NC,16025.3916,9204.51636,14304.3996,17857.986,9141.79104,17626.7772,12540.234,0.4646424408541021
Burke NC,7809.31416,8155.14252,13764.8424,16313.2164,5784.55188,11917.12788,6980.67996,-0.18747230643927004
Cabarrus NC,11943.37872,8994.64164,14913.324,13546.9992,7586.67036,14814.792,9198.35964,0.7059894663393248
Caldwell NC,7773.15972,8065.19676,13798.614,16313.2164,5738.86116,11895.06084,6936.11724,-0.3371762537400449
Camden NC,13092,9354.42768,16429.134,18931.8576,8133.22632,12728.568,11058.64092,0.40011172157601277
Carteret NC,10152,10463.7678,14555.9688,19111.482,7469.90628,11842.6296,9687.09372,0.3120825346025749
Caswell NC,8316,8424.9822,14451.558,13938.2988,6065.91792,10481.9268,6404.0274,-0.3618376381207676
Catawba NC,8893.94088,8814.74928,13680.2856,16313.2164,6416.55684,12579.1416,7799.17164,0.11259877601675305
Chatham NC,10910.5884,10313.85576,15651.2736,13834.3992,7690.45308,13882.6464,9330.09372,1.1839595458375356
Cherokee NC,8580,8964.65988,14517.7152,17961.8868,6357.12156,10791.41892,7930.15644,-0.50766877308405
